directorio,secuencia_p,orden,fex_per,ide16,ide5,ide14__1,ide14__2,ide14__3,ide14__4,ide14__5,ide14__6,ide14_2,ide14_3,ide15__1,ide15__2,ide15__3,ide15__4,ide15__5,ide15__6,ide15__7,ide15__8,ide9,ch5__1,ch5__2,ch5__3,ch5__4,ch5__5,ch5__6,ch5__7,ch5__8,ch6,estado,mpio,sm1,sm2,sm3,sm4,sm14,mi27,mi27_1,sm5,sm6,sm7,sm8,sm15,sm16__1,sm16__2,sm16__3,sm16__4,sm16__5,sm16__6,sm17,sd1,ml17,ml18,ml20,sd2,sd3,sd4,sd5,ml21,ml15,ml16__1,ml16__2,ml16__3,ml16__4,ml16__5,ml16__6,ml16__7,ml32__1,ml32__2,ml32__3,ml32__4,ml32__5,ml32__6,ml32__7,ml32__8,ml5,ml6,ml7,ml3_19,ml3_18,ml31,ir7,pd1,pd2,pd3__1,pd3__2,pd3__3,pd3__4,pd3__5,pd3__6,pd3__7,pd3__8,pd3__9,pd3__10,pd3__11,pd4,pd5,pd6,pd7,ide10
7556808,2,1,228.6687197461483,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,3.0,,,,,,,,,1,0,0,0,1,1,1,0,0,3,3,302,2020,10,2020,10,1,4,,3,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,3,1,2.0,,2,2,,,1,2,,,,,,,,,,,,,,,,1,5.0,3.0,2.0,48.0,2,1,2,,,,,,,,,,,,,2,3,4,7,2
7556808,2,2,174.3563341651072,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,6.0,,,,,,,,,2,0,1,0,1,1,0,0,0,2,3,302,2020,12,2020,12,1,4,,3,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,1,2.0,,2,2,,,3,2,,,,,,,,,,,,,,,,4,,,,,2,2,2,,,,,,,,,,,,,2,3,4,5,1
7556990,1,2,47.71857048517303,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,6.0,,,,,,,,,1,0,0,0,0,1,0,0,0,1,25,2513,2016,1,2018,7,6,2,,1,1,4.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,2,2,,,1,2,,,,,,,,,,,,,,,,1,1.0,9.0,1.0,48.0,1,2,2,,,,,,,,,,,,,1,2,1,1,2
7556990,1,3,7.275188970028691,1,7.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,8.0,,,,,,,,,1,0,1,1,0,0,0,0,0,3,25,2513,2019,5,2023,12,5,2,,1,1,4.0,,1,1.0,1.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,2,1,1.0,,3,2,,,,,,,,,,,,,,,,3,,,,,2,2,2,,,,,,,,,,,,,1,3,4,1,1
7557296,1,1,32.91579092004323,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,3.0,,,,,,,,,1,1,0,0,0,0,0,0,0,1,1,101,2019,2,2019,2,6,1,,1,1,7.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,2,2,1,2.0,,1,2,,,1,2,,,,,,,,,,,,,,,,1,5.0,3.0,2.0,60.0,1,1,2,,,,,,,,,,,,,1,2,4,1,2
7558622,1,2,114.6577522713647,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,7.0,,,,,,,,,2,0,1,0,0,1,1,0,0,3,5,518,2019,5,2019,5,6,2,,1,4,,,2,,,,,,,2,2,1,1.0,,2,2,,,1,2,,,,,,,,,,,,,,,,1,4.0,9.0,1.0,50.0,2,2,2,,,,,,,,,,,,,1,2,3,7,2
7558622,1,5,159.5082318023634,1,8.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,3.0,,,,,,,,,1,0,1,1,0,0,1,0,0,3,5,518,2019,5,2019,5,6,2,,1,1,4.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,2,2,,,3,2,,,,,,,,,,,,,,,,3,,,,,2,2,1,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,4,1,1
7559083,1,2,142.9324705376138,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2023.0,5.0,,,,,,,,,2,0,0,0,1,0,0,0,0,2,6,607,2020,2,2020,2,6,4,,1,1,5.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,1,2,1,1.0,,2,2,,,4,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,4,,,,,2,2,2,,,,,,,,,,,,,2,2,3,7,3
7559764,1,1,35.05122766717815,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0,0,0,1,1,0,0,0,2,25,2513,2018,12,2018,12,6,2,,1,1,4.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,1,2.0,,2,2,,,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,1,5.0,1.0,1.0,48.0,2,2,1,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2,1,7,2
7559764,1,2,168.037283990058,1,4.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0,1,1,0,0,0,0,0,2,25,2513,2018,12,2018,12,4,2,,1,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,1,1,1.0,,2,2,,,3,2,,,,,,,,,,,,,,,,3,,,,,2,2,2,,,,,,,,,,,,,1,4,4,7,1
7559778,1,1,168.037283990058,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,1,1,0,0,0,3,5,504,2018,9,2020,2,6,4,,1,2,,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,,2.0,2,2,,,1,2,,,,,,,,,,,,,,,,1,5.0,1.0,1.0,48.0,2,1,2,,,,,,,,,,,,,2,2,1,11,2
7559778,1,3,30.53232177166847,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,12.0,,,,,,,,,1,0,1,1,0,0,0,0,0,4,5,504,2020,2,2020,2,6,2,,1,1,4.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,1,1,1.0,,2,2,,,3,2,,,,,,,,,,,,,,,,3,,,,,2,2,2,,,,,,,,,,,,,1,2,4,11,1
7559955,1,1,167.7813025388027,2,,,,,,,,,,,,,,,,,,1,0,0,0,1,1,0,0,0,4,25,2513,2020,2,2025,4,6,2,,1,1,8.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,2,3,1,1.0,,2,2,,,1,2,,,,,,,,,,,,,,,,1,5.0,2.0,1.0,56.0,1,1,1,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,6,2
7559955,1,2,25.28423268872364,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2023.0,5.0,,,,,,,,,2,0,0,0,1,1,0,0,0,4,25,2513,2020,2,2025,4,6,2,,1,1,8.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,2,1,1.0,,1,2,,,,,,,,,,,,,,,,1,5.0,9.0,1.0,42.0,1,1,1,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,1,6,2
7559973,1,1,53.06547649689173,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2018.0,4.0,,,,,,,,,1,0,0,0,1,0,0,0,0,2,8,814,2017,4,2017,12,6,4,,1,1,7.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,2,2,1,2.0,,1,1,1.0,,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0,4.0,2.0,46.0,1,2,1,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,4,7,3
7559973,1,2,23.41682863251074,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,6.0,,,,,,,,,2,0,0,0,1,0,0,0,0,2,1,101,2018,1,2023,1,5,2,,1,1,4.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,3,1,1.0,,2,2,,,1,2,,,,,,,,,,,,,,,,1,5.0,9.0,1.0,64.0,2,1,2,,,,,,,,,,,,,2,4,4,7,2
7559973,1,3,53.06547649689173,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,1,1,0,0,0,3,1,101,2022,12,2022,12,6,2,,1,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,1,2,2,,2.0,2,2,,,1,2,,,,,,,,,,,,,,,,1,5.0,9.0,1.0,64.0,2,2,2,,,,,,,,,,,,,1,2,4,7,2
7560090,1,1,17.50834100800808,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,10.0,,,,,,,,,2,0,0,0,1,0,0,0,0,2,3,320,2021,2,2021,2,6,1,,2,1,7.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,1,2,1,2.0,,1,1,1.0,,1,2,,,,,,,,,,,,,,,,1,5.0,5.0,2.0,48.0,1,2,2,,,,,,,,,,,,,2,3,1,7,2
7560138,1,1,65.35577868501343,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,5.0,,,,,,,,,1,0,0,0,1,0,0,0,0,2,12,1214,2016,1,2016,1,6,2,,1,2,,,2,,,,,,,2,1,1,1.0,,2,2,,,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,,,1,5.0,9.0,1.0,36.0,1,1,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,3,1,4,2
7560138,1,2,68.89060328559451,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,5.0,,,,,,,,,2,0,0,0,1,0,0,0,0,2,12,1214,2018,8,2018,8,6,2,,1,2,,,2,,,,,,,2,1,1,1.0,,2,2,,,3,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,,,4,,,,,1,1,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,4,1,4,2
7560140,1,2,32.91579092004323,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2023.0,3.0,,,,,,,,,1,0,1,1,0,0,0,0,0,2,6,605,2022,7,2024,2,6,1,,1,4,,,2,,,,,,,2,2,1,1.0,,2,2,,,3,2,,,,,,,,,,,,,,,,3,,,,,2,2,2,,,,,,,,,,,,,1,3,4,7,1
7560689,1,2,114.6577522713647,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,4.0,,,,,,,,,2,0,0,0,1,1,0,0,0,3,25,2513,2020,1,2022,5,5,2,,2,1,4.0,,1,1.0,1.0,0.0,0.0,0.0,0.0,1,2,1,1.0,,2,1,1.0,,1,2,,,,,,,,,,,,,,,,4,,,,,1,2,2,,,,,,,,,,,,,2,3,1,11,2
7560697,1,2,114.6577522713647,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,1,1,0,0,0,3,25,2517,2020,4,2020,4,6,2,,2,1,4.0,,2,,,,,,,1,2,2,,2.0,2,2,,,1,2,,,,,,,,,,,,,,,,4,,,,,2,2,2,,,,,,,,,,,,,2,3,4,6,2
7560986,1,2,174.3563341651072,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2019.0,5.0,,,,,,,,,2,1,0,0,0,0,0,0,0,1,21,2106,2019,12,2019,12,6,4,,1,1,8.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,2,3,1,1.0,,2,2,,,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,,,1,3.0,3.0,1.0,46.0,2,2,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,3,4,4,2
7561311,1,1,486.8884287237482,2,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,1,0,0,2,21,2114,2019,6,2025,1,6,4,,2,1,5.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,3,2,,,1,2,,,,,,,,,,,,,,,,1,5.0,3.0,1.0,46.0,1,2,2,,,,,,,,,,,,,2,4,1,11,2
7561311,1,2,174.3563341651072,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,10.0,,,,,,,,,2,0,0,1,0,0,1,0,0,2,21,2114,2019,11,2025,1,6,4,,2,1,4.0,,1,1.0,1.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,2,2,,,4,2,,,,,,,,,,,,,,,,4,,,,,2,2,2,,,,,,,,,,,,,2,4,4,4,2
7561311,1,4,228.6687197461483,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,10.0,,,,,,,,,1,0,0,1,1,0,1,0,0,2,21,2114,2019,11,2025,1,6,4,,2,1,2.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,2,2,,,1,2,,,,,,,,,,,,,,,,1,5.0,9.0,1.0,36.0,1,2,2,,,,,,,,,,,,,2,4,1,4,1
7561311,1,5,174.3563341651072,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,10.0,,,,,,,,,2,0,0,0,1,0,1,0,0,2,21,2114,2019,11,2025,1,6,4,,2,1,2.0,,2,,,,,,,2,2,1,1.0,,2,2,,,4,2,,,,,,,,,,,,,,,,4,,,,,2,2,2,,,,,,,,,,,,,2,4,1,11,1
7562051,1,4,25.28423268872364,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,4.0,,,,,,,,,2,0,1,1,0,0,0,0,0,1,25,2513,2020,7,2020,7,6,2,,2,1,7.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,2,2,,,3,2,,,,,,,,,,,,,,,,3,,,,,2,2,2,,,,,,,,,,,,,2,3,4,1,1
7562051,1,5,25.28423268872364,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,4.0,,,,,,,,,2,0,1,1,0,0,0,0,0,1,25,2513,2020,7,2020,7,6,2,,2,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,2,2,,,3,2,,,,,,,,,,,,,,,,3,,,,,2,2,2,,,,,,,,,,,,,2,3,4,1,1
7562051,1,9,25.28423268872364,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,4.0,,,,,,,,,2,0,1,1,0,0,0,0,0,3,25,2513,2020,7,2020,7,6,2,,2,1,8.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,2,2,,,3,2,,,,,,,,,,,,,,,,3,,,,,2,2,2,,,,,,,,,,,,,2,3,4,1,2
7562149,1,1,53.06547649689173,2,,,,,,,,,,,,,,,,,,1,0,1,0,1,1,0,0,0,2,25,2513,2019,3,2019,3,6,2,,1,1,7.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,1,2,2,,9.0,2,2,,,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,1,5.0,2.0,1.0,44.0,2,2,2,,,,,,,,,,,,,2,1,4,7,2
7562167,1,1,174.3563341651072,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1,0,0,0,0,0,0,0,1,8,814,2017,12,2017,12,1,4,,1,4,,,1,0.0,0.0,0.0,0.0,1.0,0.0,2,2,2,,2.0,2,2,,,1,2,,,,,,,,,,,,,,,,1,5.0,3.0,1.0,46.0,2,2,2,,,,,,,,,,,,,2,4,1,2,2
7562678,1,1,148.6751305886378,2,,,,,,,,,,,,,,,,,,1,0,0,0,1,1,0,0,0,2,5,514,2018,9,2018,9,6,4,,2,1,4.0,,2,,,,,,,2,2,1,2.0,,1,2,,,1,2,,,,,,,,,,,,,,,,1,5.0,9.0,1.0,48.0,1,2,2,,,,,,,,,,,,,2,3,1,11,2
7562678,1,2,54.12210618163733,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2021.0,6.0,,,,,,,,,2,0,0,0,1,1,0,0,0,2,5,514,2019,10,2019,10,6,4,,2,1,2.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,3,2,,,4,2,,,,,,,,,,,,,,,,4,,,,,2,2,2,,,,,,,,,,,,,2,4,1,1,2
7562678,1,4,61.53580274548314,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2021.0,6.0,,,,,,,,,1,0,1,1,0,0,0,0,0,2,5,514,2019,10,2019,10,6,4,,2,1,2.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,2,2,,,3,2,,,,,,,,,,,,,,,,3,,,,,2,2,2,,,,,,,,,,,,,2,3,4,5,1
7562732,1,1,61.53580274548314,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2021.0,10.0,,,,,,,,,1,1,0,0,0,0,0,0,0,1,3,319,2021,10,2021,10,6,4,,2,1,4.0,,2,,,,,,,2,2,1,1.0,,2,2,,,1,2,,,,,,,,,,,,,,,,1,4.0,3.0,1.0,46.0,1,2,2,,,,,,,,,,,,,2,3,1,11,2
7562734,1,1,61.53580274548314,2,,,,,,,,,,,,,,,,,,1,0,0,0,1,1,0,0,0,2,15,1512,2020,9,2020,9,6,4,,2,1,4.0,,2,,,,,,,2,2,1,1.0,,2,2,,,1,2,,,,,,,,,,,,,,,,1,5.0,3.0,1.0,46.0,1,2,2,,,,,,,,,,,,,2,4,1,11,2
7562734,1,2,54.12210618163733,2,,,,,,,,,,,,,,,,,,2,0,0,0,1,1,0,0,0,2,15,1512,2020,9,2020,9,6,4,,2,1,1.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,2,2,,,1,2,,,,,,,,,,,,,,,,1,5.0,9.0,1.0,42.0,1,2,2,,,,,,,,,,,,,2,3,1,11,2
7562734,1,3,54.12210618163733,2,,,,,,,,,,,,,,,,,,2,0,1,0,0,0,0,0,0,1,15,1512,2020,9,2020,9,6,4,,2,1,2.0,,2,,,,,,,2,2,1,1.0,,2,2,,,3,2,,,,,,,,,,,,,,,,3,,,,,2,2,2,,,,,,,,,,,,,2,3,4,5,1
7562838,1,2,25.98679748264872,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2021.0,12.0,,,,,,,,,2,0,1,0,1,0,0,0,0,2,1,101,2018,11,2018,11,6,4,,1,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,1,2.0,,2,1,1.0,,3,2,,,,,,,,,,,,,,,,5,,,,,1,2,2,,,,,,,,,,,,,2,3,4,4,2
7562838,1,3,25.98679748264872,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,3.0,,,,,,,,,2,0,0,0,1,1,0,0,0,2,16,1611,2022,1,2022,1,5,4,,1,1,2.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,1,2.0,,2,2,,,1,2,,,,,,,,,,,,,,,,4,,,,,2,2,2,,,,,,,,,,,,,2,2,1,6,2
7562838,1,4,32.61429085890081,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,3.0,,,,,,,,,1,0,0,0,1,1,0,0,0,2,16,1611,2022,1,2022,1,5,4,,1,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,1,2.0,,2,2,,,1,2,,,,,,,,,,,,,,,,1,5.0,3.0,2.0,55.0,1,2,2,,,,,,,,,,,,,2,2,1,10,3
7563103,1,1,113.8664351851733,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,2.0,,,,,,,,,1,0,0,0,1,1,0,0,0,2,19,1901,2021,11,2021,11,6,1,,2,1,7.0,,2,,,,,,,2,2,1,1.0,,2,2,,,1,2,,,,,,,,,,,,,,,,1,4.0,1.0,1.0,76.0,2,2,2,,,,,,,,,,,,,2,3,4,1,2
7563103,1,2,120.3508950144404,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,2.0,,,,,,,,,2,0,0,0,1,1,0,0,0,2,19,1901,2021,11,2021,11,6,1,,2,1,7.0,,2,,,,,,,2,2,1,1.0,,2,2,,,4,2,,,,,,,,,,,,,,,,4,,,,,2,2,2,,,,,,,,,,,,,2,3,4,1,2
7563119,1,1,113.8664351851733,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,0,0,2,22,2201,2019,2,2019,2,6,1,,2,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,,2.0,2,2,,,1,2,,,,,,,,,,,,,,,,1,5.0,1.0,1.0,54.0,2,2,2,,,,,,,,,,,,,2,4,4,4,2
7563119,1,2,120.3508950144404,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2021.0,12.0,,,,,,,,,2,0,0,0,1,1,0,0,0,2,22,2201,2019,9,2019,9,6,4,,1,1,7.0,,2,,,,,,,2,2,1,1.0,,2,2,,,1,2,,,,,,,,,,,,,,,,1,5.0,1.0,1.0,52.0,2,2,2,,,,,,,,,,,,,2,4,4,1,2
7563119,1,3,113.8664351851733,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2021.0,12.0,,,,,,,,,1,0,1,0,0,0,0,0,0,1,22,2201,2019,9,2019,9,6,4,,1,1,7.0,,2,,,,,,,2,2,1,1.0,,2,2,,,1,2,,,,,,,,,,,,,,,,1,5.0,1.0,1.0,56.0,2,2,2,,,,,,,,,,,,,2,3,4,1,2
7563295,1,2,159.5082318023634,1,8.0,0.0,1.0,0.0,0.0,0.0,0.0,2021.0,1.0,,,,,,,,,1,0,0,0,1,1,0,0,0,2,1,101,2019,4,2024,2,6,2,,1,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,1,2,1,2.0,,1,2,,,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,1,5.0,3.0,2.0,48.0,1,1,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2,4,6,2
7563297,1,3,114.6577522713647,2,,,,,,,,,,,,,,,,,,2,0,0,1,0,1,1,0,0,2,1,101,2019,13,2019,13,6,2,,1,1,7.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,2,1,1.0,,5,2,,,,,,,,,,,,,,,,5,,,,,2,2,2,,,,,,,,,,,,,1,2,4,1,2
7563297,1,4,114.6577522713647,1,8.0,0.0,1.0,0.0,0.0,0.0,0.0,2021.0,7.0,,,,,,,,,2,0,1,1,0,0,1,0,0,3,1,101,2019,13,2019,13,4,2,,1,1,8.0,,1,1.0,1.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,2,2,,,3,2,,,,,,,,,,,,,,,,3,,,,,2,2,2,,,,,,,,,,,,,1,4,4,6,1
7563297,1,8,159.5082318023634,2,,,,,,,,,,,,,,,,,,1,0,0,1,0,1,1,0,0,1,1,101,2019,13,2019,13,6,2,,1,1,8.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,2,2,,,1,2,,,,,,,,,,,,,,,,1,5.0,9.0,1.0,45.0,2,2,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,4,3,1,2
7563331,1,2,114.6577522713647,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0,0,1,1,1,0,0,0,3,25,2513,2020,3,2024,11,6,2,,1,1,7.0,,2,,,,,,,2,2,2,,2.0,2,2,,,4,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,4,,,,,2,2,2,,,,,,,,,,,,,2,3,3,4,1
7563384,1,1,114.6577522713647,2,,,,,,,,,,,,,,,,,,2,0,1,0,0,1,0,0,0,2,1,101,2019,12,2019,12,6,2,,2,1,1.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,2,3,1,1.0,,2,1,1.0,,1,2,,,,,,,,,,,,,,,,4,,,,,1,2,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,3,1,11,2
7563384,1,3,159.5082318023634,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2023.0,1.0,,,,,,,,,1,0,1,0,0,0,1,0,0,2,1,101,2019,12,2019,12,6,2,,2,1,3.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,2,2,,,3,2,,,,,,,,,,,,,,,,3,,,,,2,2,2,,,,,,,,,,,,,2,3,4,11,1
7563697,1,4,114.6577522713647,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0,0,0,1,1,1,0,0,2,7,711,2019,1,2019,1,6,4,,2,1,8.0,,2,,,,,,,1,2,2,,2.0,2,2,,,3,2,,,,,,,,,,,,,,,,4,,,,,2,2,2,,,,,,,,,,,,,2,3,1,3,1
7564422,1,2,142.5661595231013,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,12.0,,,,,,,,,2,0,1,0,1,0,0,0,0,2,21,2101,2019,1,2019,1,6,4,,1,1,4.0,,2,,,,,,,2,2,2,,7.0,2,2,,,3,2,,,,,,,,,,,,,,,,1,2.0,2.0,1.0,49.0,1,2,2,,,,,,,,,,,,,2,1,1,11,1
7564616,1,1,68.05321319339272,3,,,,,,,,,,,,,,,,,,2,0,0,0,0,1,1,0,0,3,25,2513,2023,8,2023,8,6,2,,1,1,8.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,2,2,,,4,2,,,,,,,,,,,,,,,,4,,,,,2,2,2,,,,,,,,,,,,,2,3,3,6,3
7564616,1,2,68.05321319339272,2,,,,,,,,,,,,,,,,,,2,0,1,0,0,1,1,0,0,3,25,2513,2023,8,2023,8,6,2,,1,1,7.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,2,2,,,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,1,5.0,9.0,1.0,70.0,1,2,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2,3,4,2
7564639,1,2,68.05321319339272,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2021.0,12.0,,,,,,,,,2,0,0,0,1,1,0,0,0,3,12,1206,2019,4,2023,7,6,2,,1,1,8.0,,2,,,,,,,2,2,1,1.0,,2,2,,,4,2,,,,,,,,,,,,,,,,4,,,,,1,2,2,,,,,,,,,,,,,1,2,4,4,2
7564639,1,3,74.64113240513984,1,8.0,0.0,1.0,0.0,0.0,0.0,0.0,2023.0,12.0,,,,,,,,,1,0,1,1,0,0,0,0,0,3,12,1206,2020,12,2020,12,5,2,,1,1,4.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,2,2,,,3,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,1,4.0,9.0,1.0,40.0,2,2,2,,,,,,,,,,,,,1,2,4,4,1
7564663,1,1,68.05321319339272,2,,,,,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,2,21,2123,2019,5,2019,5,6,2,,2,1,8.0,,2,,,,,,,2,1,1,2.0,,1,2,,,2,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,1,5.0,3.0,1.0,50.0,1,2,2,,,,,,,,,,,,,2,3,3,4,1
