directorio,secuencia_p,orden,fex_per,ide16,ide5,ide14__1,ide14__2,ide14__3,ide14__4,ide14__5,ide14__6,ide14_2,ide14_3,ide15__1,ide15__2,ide15__3,ide15__4,ide15__5,ide15__6,ide15__7,ide15__8,ide9,ch5__1,ch5__2,ch5__3,ch5__4,ch5__5,ch5__6,ch5__7,ch5__8,ch6,estado,mpio,sm1,sm2,sm3,sm4,sm14,mi27,mi27_1,sm5,sm6,sm7,sm8,sm15,sm16__1,sm16__2,sm16__3,sm16__4,sm16__5,sm16__6,sm17,sd1,ml17,ml18,ml20,sd2,sd3,sd4,sd5,ml21,ml15,ml16__1,ml16__2,ml16__3,ml16__4,ml16__5,ml16__6,ml16__7,ml32__1,ml32__2,ml32__3,ml32__4,ml32__5,ml32__6,ml32__7,ml32__8,ml5,ml6,ml7,ml3_19,ml3_18,ml31,ir7,pd1,pd2,pd3__1,pd3__2,pd3__3,pd3__4,pd3__5,pd3__6,pd3__7,pd3__8,pd3__9,pd3__10,pd3__11,pd4,pd5,pd6,pd7,ide10
7788883,1,2,228.8341830481146,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,3.0,,,,,,,,,2,0,1,0,1,0,0,0,0,2,8,814,2018,11,2019,5,6,4,,1,1,4.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,3,1,2.0,,2,1,1.0,,1,2,,,,,,,,,,,,,,,,5,,,,,1,2,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1,4,7,2
7788883,1,3,142.5661595231013,1,8.0,0.0,1.0,0.0,0.0,0.0,0.0,2023.0,12.0,,,,,,,,,2,0,0,0,0,1,1,0,0,1,8,814,2022,9,2022,9,3,4,,1,1,4.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,5,1,1.0,,2,1,1.0,,5,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,5,,,,,2,2,2,,,,,,,,,,,,,2,1,4,10,3
7788893,1,1,228.8341830481146,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,3.0,,,,,,,,,2,0,0,0,0,1,0,0,0,2,5,504,2019,2,2024,8,6,4,,1,1,4.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,1,2,1,2.0,,1,1,1.0,,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,4.0,1.0,2.0,48.0,1,1,1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7,2
7788893,1,2,163.4122025886281,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,0,2,5,504,2023,11,2023,11,6,4,,1,1,2.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,1,2,2,,2.0,2,2,,,3,2,,,,,,,,,,,,,,,,1,5.0,1.0,1.0,60.0,2,2,2,,,,,,,,,,,,,1,1,4,3,1
7788949,1,1,163.4122025886281,1,8.0,0.0,1.0,0.0,0.0,0.0,0.0,2020.0,4.0,,,,,,,,,1,0,0,0,1,1,1,0,0,1,25,2503,2018,7,2018,7,6,2,,1,1,4.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,,2,2,,,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,2,,,,,1,2,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,2,4,3,2
7788949,1,2,142.5661595231013,2,,,,,,,,,,,,,,,,,,2,0,1,0,1,1,0,0,0,2,25,2503,2018,7,2018,7,6,2,,1,1,4.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,,1,2,,,1,2,,,,,,,,,,,,,,,,1,5.0,4.0,2.0,48.0,1,2,1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,3,4,6,2
7788949,1,4,142.5661595231013,3,,,,,,,,,,,,,,,,,,2,0,0,0,0,1,1,0,0,2,25,2503,2018,7,2018,7,6,2,,1,1,1.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,2,2,,,4,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,5,,,,,2,2,2,,,,,,,,,,,,,2,3,4,6,3
7789020,1,2,683.497239878341,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2023.0,1.0,,,,,,,,,2,0,0,0,1,0,0,0,0,2,1,101,2020,12,2020,3,1,1,,2,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,2,2,,,1,2,,,,,,,,,,,,,,,,1,5.0,1.0,1.0,78.0,2,1,2,,,,,,,,,,,,,2,3,3,5,2
7789125,1,2,11.99643860529941,2,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,1,0,0,1,24,2410,2001,9,2021,8,6,4,,1,4,,,1,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.0,,2,2,,,3,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,,,1,5.0,3.0,1.0,56.0,1,1,1,7.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1,2,4,1,1
7789374,1,1,23.41682863251074,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2021.0,6.0,,,,,,,,,2,0,0,0,0,1,0,0,0,2,25,2508,2020,7,2020,7,6,2,,1,1,4.0,,2,,,,,,,2,3,1,1.0,,2,1,1.0,,2,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,,,,,1,2,2,,,,,,,,,,,,,1,4,4,4,2
7789374,1,2,23.41682863251074,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,12.0,,,,,,,,,2,0,1,1,0,0,0,0,0,2,25,2508,2021,12,2021,12,6,2,,1,1,4.0,,2,,,,,,,2,3,1,1.0,,2,1,1.0,,3,2,,,,,,,,,,,,,,,,3,,,,,2,2,1,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,3,6,1
7789529,1,1,7.231292348958982,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,1.0,,,,,,,,,2,0,0,0,0,1,0,0,0,2,8,814,2018,9,2023,6,6,2,,2,1,7.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,2,2,1,1.0,,2,2,,,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,1,2.0,2.0,2.0,63.0,1,2,2,,,,,,,,,,,,,1,3,3,4,2
7789529,1,2,7.275188970028691,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,1.0,,,,,,,,,1,0,1,1,0,0,0,0,0,1,8,814,2018,9,2023,7,3,2,,2,1,7.0,,2,,,,,,,2,3,1,1.0,,2,2,,,5,2,,,,,,,,,,,,,,,,5,,,,,2,2,2,,,,,,,,,,,,,1,3,3,4,1
7789529,1,3,7.231292348958982,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2021.0,12.0,,,,,,,,,2,0,1,1,0,0,0,0,0,4,8,814,2018,9,2018,9,6,2,,2,1,7.0,,2,,,,,,,2,3,1,1.0,,2,2,,,3,2,,,,,,,,,,,,,,,,3,,,,,2,2,1,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,1,1,1
7789529,1,4,7.275188970028691,1,7.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,0,0,0,4,8,814,2018,9,2018,9,6,2,,2,1,7.0,,2,,,,,,,2,3,1,1.0,,2,2,,,3,2,,,,,,,,,,,,,,,,3,,,,,2,2,2,,,,,,,,,,,,,1,3,1,1,1
7789553,1,1,7.275188970028691,2,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,25,2513,2023,8,2023,8,6,2,,1,1,7.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,1,3,1,1.0,,2,1,1.0,,1,2,,,,,,,,,,,,,,,,1,5.0,9.0,1.0,30.0,1,2,2,,,,,,,,,,,,,1,2,2,7,3
7789628,1,2,32.91579092004323,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,0,0,0,2,13,1304,2020,5,2020,5,6,1,,2,2,,,2,,,,,,,2,1,2,,4.0,2,2,,,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,,,,,2,2,2,,,,,,,,,,,,,2,2,3,3,1
7789628,1,3,27.18748208817802,1,4.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0,1,1,0,0,0,0,0,2,13,1304,2020,5,2020,5,5,1,,2,2,,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,,1.0,2,2,,,4,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,4,,,,,2,2,2,,,,,,,,,,,,,2,2,1,1,1
7789745,1,1,61.53580274548314,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,0,0,0,2,21,2123,2021,3,2021,3,6,4,,1,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,,2.0,2,2,,,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0,1.0,1.0,50.0,1,2,2,,,,,,,,,,,,,1,3,1,2,2
7789745,1,2,54.12210618163733,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0,0,0,1,1,0,0,0,2,21,2123,2021,3,2021,3,6,4,,1,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,,2.0,2,2,,,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,,,,,2,2,2,,,,,,,,,,,,,1,3,1,2,2
7789745,1,3,61.53580274548314,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,0,0,0,2,21,2123,2021,3,2021,3,6,4,,1,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,,2.0,2,2,,,3,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,3,,,,,2,2,2,,,,,,,,,,,,,1,3,1,2,1
7789755,1,1,54.12210618163733,2,,,,,,,,,,,,,,,,,,2,0,0,0,0,1,0,0,0,2,21,2104,2018,13,2018,13,6,4,,2,1,1.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,,2,2,,,1,2,,,,,,,,,,,,,,,,4,,,,,1,2,2,,,,,,,,,,,,,2,3,1,6,2
7789755,1,2,61.53580274548314,2,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,0,0,1,21,2104,2018,13,2018,13,6,4,,2,1,1.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,2,2,1,2.0,,2,2,,,3,2,,,,,,,,,,,,,,,,1,4.0,3.0,2.0,48.0,1,2,2,,,,,,,,,,,,,2,3,1,6,1
7789789,1,2,61.53580274548314,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,1,21,2123,2022,7,2022,7,6,4,,1,1,7.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,2,2,2,,2.0,2,2,,,1,2,,,,,,,,,,,,,,,,1,4.0,2.0,1.0,50.0,2,2,2,,,,,,,,,,,,,2,3,1,2,2
7789798,1,1,54.12210618163733,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0,0,0,0,1,1,0,0,1,25,2505,2022,10,2022,10,6,4,,1,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,,2.0,2,2,,,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,,,,,2,2,2,,,,,,,,,,,,,1,3,1,2,2
7789802,1,2,54.12210618163733,2,,,,,,,,,,,,,,,,,,2,0,0,0,1,0,0,0,0,2,21,2114,2022,3,2022,3,6,4,,1,1,8.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,2,3,1,1.0,,2,2,,,3,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,2,,,,,1,2,1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,4,2
7789809,1,1,19.60486139247121,1,8.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,6.0,,,,,,,,,1,0,0,0,1,1,1,1,0,3,1,101,2018,9,2019,12,6,4,,2,1,2.0,,2,,,,,,,2,2,1,1.0,,2,2,,,2,2,,,,,,,,,,,,,,,,1,5.0,1.0,1.0,50.0,1,1,2,,,,,,,,,,,,,2,3,1,6,2
7789809,1,2,16.97316911663085,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,1,1,1,1,0,3,1,101,2021,1,2021,1,5,4,,1,1,2.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,99,,,3,2,,,1,2,,,,,,,,,,,,,,,,4,,,,,2,2,1,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,3,11,2
7789809,1,8,16.97316911663085,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,1,1,1,0,1,0,3,1,101,2022,1,2022,1,5,4,,1,1,2.0,,1,0.0,1.0,0.0,1.0,0.0,0.0,2,2,2,,2.0,2,1,1.0,,2,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,2,,,,,2,2,2,,,,,,,,,,,,,1,3,1,2,1
7789809,1,9,19.60486139247121,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,1,1,1,0,3,1,101,2021,10,2021,10,1,4,,2,1,2.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,99,,,3,2,,,2,2,,,,,,,,,,,,,,,,1,5.0,8.0,1.0,60.0,2,1,2,,,,,,,,,,,,,2,2,1,11,2
7789816,1,2,16.97316911663085,1,8.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,3.0,,,,,,,,,2,0,0,0,1,1,0,0,0,2,7,701,2021,3,2021,3,6,4,,2,1,4.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,2,2,1,2.0,,2,2,,,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,4,,,,,2,2,2,,,,,,,,,,,,,2,2,1,4,2
7789816,1,3,19.60486139247121,1,8.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,3.0,,,,,,,,,1,0,1,1,0,0,0,0,0,2,7,701,2021,3,2021,3,6,4,,2,3,,10.0,1,0.0,0.0,0.0,1.0,0.0,0.0,2,2,1,2.0,,1,2,,,2,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,1,2.0,5.0,1.0,48.0,1,1,1,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1,1,5,1
7789816,1,4,19.60486139247121,1,8.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,3.0,,,,,,,,,1,0,1,1,0,0,0,0,0,1,7,701,2021,3,2021,3,6,4,,2,1,4.0,,1,0.0,0.0,0.0,1.0,0.0,0.0,2,3,1,2.0,,2,1,1.0,,3,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,1,5.0,5.0,1.0,48.0,1,2,2,,,,,,,,,,,,,2,1,1,5,1
7789900,1,1,88.13886757796892,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2021.0,3.0,,,,,,,,,1,0,0,0,1,1,0,0,0,2,10,1004,2019,7,2019,7,6,4,,1,4,,,2,,,,,,,2,4,1,2.0,,1,1,1.0,,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,,,,,1,2,2,,,,,,,,,,,,,1,2,4,7,2
7789900,1,2,82.78513558497919,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,8.0,,,,,,,,,2,0,0,0,1,1,0,0,0,2,10,1004,2019,7,2019,7,6,4,,1,4,,,2,,,,,,,2,2,1,2.0,,2,2,,,1,2,,,,,,,,,,,,,,,,1,5.0,3.0,2.0,50.0,1,2,2,,,,,,,,,,,,,1,4,4,9,2
7789900,1,3,25.98679748264872,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,4.0,,,,,,,,,2,0,1,1,0,0,0,0,0,3,10,1004,2019,7,2019,7,5,4,,1,4,,,2,,,,,,,2,2,1,2.0,,2,2,,,3,2,,,,,,,,,,,,,,,,3,,,,,2,2,2,,,,,,,,,,,,,2,4,4,10,1
7789945,1,1,486.8884287237482,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,8.0,,,,,,,,,2,0,0,0,1,1,1,0,0,2,8,805,2020,1,2022,12,6,4,,1,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,3,1,1.0,,2,2,,,4,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,1,4.0,1.0,1.0,70.0,1,2,2,,,,,,,,,,,,,2,3,1,1,2
7789945,1,2,602.4891231006237,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,8.0,,,,,,,,,1,0,0,0,1,1,1,0,0,2,8,805,2020,1,2020,1,6,4,,1,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,2,2,,,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,1,4.0,1.0,1.0,72.0,2,2,2,,,,,,,,,,,,,2,2,1,4,2
7789945,1,4,602.4891231006237,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,8.0,,,,,,,,,1,0,1,1,0,0,1,0,0,2,8,805,2020,1,2020,1,6,4,,1,1,4.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,2,2,,,3,2,,,,,,,,,,,,,,,,3,,,,,2,2,2,,,,,,,,,,,,,2,3,4,1,1
7789945,1,5,486.8884287237482,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,8.0,,,,,,,,,2,0,1,1,0,0,1,0,0,1,8,805,2020,1,2020,1,5,4,,1,1,2.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,2,2,,,3,2,,,,,,,,,,,,,,,,3,,,,,2,2,2,,,,,,,,,,,,,2,4,1,1,1
7789945,1,6,174.3563341651072,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0,1,1,0,1,0,0,0,3,8,805,2020,1,2024,12,6,4,,1,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,,2.0,2,2,,,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,4.0,9.0,1.0,40.0,2,2,2,,,,,,,,,,,,,2,2,1,1,1
7790001,1,2,45.87862778129043,1,3.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,2,0,0,0,1,1,0,0,0,3,4,407,2019,12,2019,12,6,2,,1,1,8.0,,1,1.0,0.0,1.0,0.0,0.0,0.0,2,2,1,1.0,,2,2,,,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,1,3.0,9.0,1.0,48.0,1,2,2,,,,,,,,,,,,,1,2,1,6,1
7790008,1,2,45.87862778129043,1,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,2,0,0,0,1,1,0,0,0,3,1,101,2022,13,2022,13,6,4,,1,1,4.0,,1,0.0,0.0,1.0,0.0,0.0,0.0,2,2,1,1.0,,2,2,,,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,1,4.0,9.0,1.0,40.0,1,2,2,,,,,,,,,,,,,1,2,1,6,2
7790009,1,1,45.87862778129043,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,3.0,,,,,,,,,2,0,0,0,0,1,0,0,0,3,24,2402,2019,8,2019,8,6,4,,2,1,8.0,,2,,,,,,,2,3,1,1.0,,2,2,,,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,5,,,,,1,2,1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,6,2
7790009,1,2,45.87862778129043,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,4.0,,,,,,,,,2,0,1,1,0,0,0,0,0,3,24,2402,2019,8,2019,8,6,4,,2,1,8.0,,2,,,,,,,2,2,1,1.0,,2,2,,,3,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,1,4.0,2.0,1.0,49.0,1,1,1,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2,1,5,1
7790009,1,5,45.87862778129043,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2025.0,6.0,,,,,,,,,2,0,0,0,1,1,1,0,0,3,24,2402,2022,7,2022,7,6,4,,1,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,3,2,,2.0,2,2,,,3,2,,,,,,,,,,,,,,,,3,,,,,2,2,2,,,,,,,,,,,,,2,2,1,8,1
7790079,1,1,9.145317529798405,3,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,25,2518,2024,8,2024,10,6,2,,1,2,,,1,1.0,0.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,2,2,,,1,2,,,,,,,,,,,,,,,,1,5.0,9.0,1.0,50.0,1,1,2,,,,,,,,,,,,,2,3,1,11,2
7790385,1,1,159.5082318023634,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,24,2411,2023,5,2023,5,6,2,,1,1,7.0,,1,0.0,1.0,0.0,1.0,0.0,0.0,2,3,2,,2.0,2,1,1.0,,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,4.0,9.0,1.0,49.0,2,2,2,,,,,,,,,,,,,1,3,1,1,2
7790399,1,1,174.3563341651072,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2021.0,12.0,,,,,,,,,2,0,0,0,1,0,0,0,0,2,1,101,2020,1,2020,1,1,1,,1,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,2,2,,,1,2,,,,,,,,,,,,,,,,1,5.0,1.0,1.0,72.0,2,2,2,,,,,,,,,,,,,2,3,4,4,2
7790399,1,2,228.6687197461483,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2023.0,1.0,,,,,,,,,1,0,0,0,1,0,0,0,0,2,1,101,2018,1,2018,1,1,1,,1,1,8.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,2,2,,,1,2,,,,,,,,,,,,,,,,1,5.0,1.0,1.0,85.0,2,2,2,,,,,,,,,,,,,2,3,4,1,2
7790477,1,1,602.4891231006237,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2023.0,12.0,,,,,,,,,1,0,0,1,0,0,0,0,0,4,3,302,2021,1,2021,1,1,1,,1,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,1,1.0,,2,2,,,1,2,,,,,,,,,,,,,,,,1,4.0,1.0,1.0,80.0,2,1,2,,,,,,,,,,,,,1,3,4,1,2
7790477,1,2,228.6687197461483,1,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2023.0,1.0,,,,,,,,,1,0,1,0,0,0,0,0,0,4,1,101,2019,1,2019,1,4,9,,1,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1,1.0,,2,2,,,3,2,,,,,,,,,,,,,,,,3,,,,,2,2,1,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,4,1,1
7790477,1,3,602.4891231006237,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2023.0,1.0,,,,,,,,,1,0,1,0,0,0,0,0,0,4,1,101,2018,1,2018,1,1,1,,1,1,8.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,1,1,1.0,,2,2,,,1,2,,,,,,,,,,,,,,,,1,5.0,1.0,1.0,78.0,2,2,2,,,,,,,,,,,,,2,3,4,1,2
7790798,1,1,174.3563341651072,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2021.0,3.0,,,,,,,,,2,0,0,0,1,1,0,0,0,2,5,504,2020,12,2020,12,6,1,,2,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,1,2.0,,1,2,,,1,2,,,,,,,,,,,,,,,,1,5.0,2.0,2.0,46.0,1,1,2,,,,,,,,,,,,,1,1,1,11,2
7790798,1,2,602.4891231006237,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2021.0,12.0,,,,,,,,,1,0,0,0,1,1,0,0,0,2,5,504,2019,1,2019,1,6,4,,1,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,1,1,2.0,,1,2,,,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,1,3.0,2.0,2.0,46.0,1,1,2,,,,,,,,,,,,,1,3,1,9,2
7790798,1,3,174.3563341651072,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,3.0,,,,,,,,,2,0,1,1,0,0,0,0,0,1,5,504,2020,12,2025,1,6,1,,2,1,7.0,,1,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,,7.0,2,2,,,3,2,,,,,,,,,,,,,,,,1,5.0,2.0,1.0,46.0,1,2,2,,,,,,,,,,,,,2,1,4,5,1
7790934,1,1,223.7443355170267,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2022.0,4.0,,,,,,,,,2,0,0,0,0,1,0,0,0,1,4,403,2019,8,2019,8,6,4,,1,1,7.0,,2,,,,,,,2,2,1,1.0,,2,2,,,1,2,,,,,,,,,,,,,,,,1,5.0,1.0,1.0,48.0,2,2,2,,,,,,,,,,,,,2,3,3,1,2
